algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
gmm_rs_shrunk,wines,178,3,13,4,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186824141195128,0.192632708
gmm_rs_shrunk,wines,178,3,13,5,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186952167774042,0.163772209
gmm_rs_shrunk,wines,178,3,13,6,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186822066872171,0.174017625
gmm_rs_shrunk,wines,178,3,13,7,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186869534870759,0.157491916
gmm_rs_shrunk,wines,178,3,13,8,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186942956353361,0.169095667
gmm_rs_shrunk,wines,178,3,13,9,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186869579077026,0.149852583
gmm_rs_shrunk,wines,178,3,13,10,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.18686932696122,0.14728025
gmm_hg_shrunk,wines,178,3,13,1,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.18610943064675,0.2701625
gmm_hg_shrunk,wines,178,3,13,2,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.185920882571962,0.295337709
gmm_hg_shrunk,wines,178,3,13,3,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.18680575036306,0.289729666
gmm_hg_shrunk,wines,178,3,13,4,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.18650415920835,0.29256175
gmm_hg_shrunk,wines,178,3,13,5,0.9816911130140138,0.9732637360467853,0,0,0,0,0,0.008188916396876786,0.9836221672062464,0.05809870151329696,0.9732637360467852,9.158744135915498,0.239613125
gmm_hg_shrunk,wines,178,3,13,6,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186550076233738,0.235966
gmm_hg_shrunk,wines,178,3,13,7,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.185833462878715,0.2249515
gmm_hg_shrunk,wines,178,3,13,8,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186146850412547,0.277407791
gmm_hg_shrunk,wines,178,3,13,9,0.8003495460581768,0.7906209983893191,0,0,0,0,0,0.08976068050530057,0.8204786389893989,0.45295858089222923,0.7906209983893192,9.164817639033945,0.26078475
gmm_hg_shrunk,wines,178,3,13,10,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186946334888942,0.29247575
kmeans,ionosphere,351,2,33,1,0.1776068547376861,0.1348569209344097,0,1,1,0,0,0.4110704110704111,0.17785917785917785,1.1615029962343564,0.13485692093440976,628.8960236346254,0.000161625
kmeans,ionosphere,351,2,33,2,0.1776068547376861,0.1348569209344097,0,1,1,0,0,0.4110704110704111,0.17785917785917785,1.1615029962343564,0.13485692093440976,628.8960236346254,9.2417e-5
kmeans,ionosphere,351,2,33,3,0.1776068547376861,0.1348569209344097,0,1,1,0,0,0.4110704110704111,0.17785917785917785,1.1615029962343564,0.13485692093440976,628.8960236346254,0.000148458
kmeans,ionosphere,351,2,33,4,0.17272431159329507,0.12986611168695172,0,1,1,0,0,0.4134798534798535,0.17304029304029303,1.167778636273384,0.12986611168695167,628.9034476777024,0.000198917
kmeans,ionosphere,351,2,33,5,0.1776068547376861,0.1348569209344097,0,1,1,0,0,0.4110704110704111,0.17785917785917785,1.1615029962343564,0.13485692093440976,628.8960236346254,0.00014575
kmeans,ionosphere,351,2,33,6,0.17272431159329507,0.12986611168695172,0,1,1,0,0,0.4134798534798535,0.17304029304029303,1.167778636273384,0.12986611168695167,628.9034476777024,0.000245542
kmeans,ionosphere,351,2,33,7,0.17272431159329507,0.12986611168695172,0,1,1,0,0,0.4134798534798535,0.17304029304029303,1.167778636273384,0.12986611168695167,628.9034476777024,0.000134916
kmeans,ionosphere,351,2,33,8,0.17272431159329507,0.12986611168695172,0,1,1,0,0,0.4134798534798535,0.17304029304029303,1.167778636273384,0.12986611168695167,628.9034476777024,0.000115667
kmeans,ionosphere,351,2,33,9,0.1776068547376861,0.1348569209344097,0,1,1,0,0,0.4110704110704111,0.17785917785917785,1.1615029962343564,0.13485692093440976,628.8960236346254,0.000131458
